expression_id,operation_id,operation_ast,canonical_meaning_ja,must_preserve_ja,expression_ja,connective_expression_ja
expr-candidate-7347b125d67a0546f4823248739f9d2d618916889d1e8e546872a637c17c6b14,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,大きい値が先になるように並べる,大きい値が先になるように並べて
expr-candidate-7775c89e7cf627af776c87acfc2ac3b89f48128cbc3c620d43fd6b633113d763,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,値を降順に並び換える,値を降順に並びかえて
expr-candidate-cc4f2f3f13bf1bb1bdb3880e9adf85267ebd9452cf57ed42c74ff827f2bbb8b6,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,値を大きい順に並べる,値を大きい順に並べて
expr-candidate-03ae499ee724949d0bc4470fbccf084b58da783c392b6f8a5e429f9217180ae3,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,値を大きいものから小さいものへ並べる,値を大きいものから小さいものへ並べて
expr-candidate-28fc21d56dae14875e5cc0a8ac003a4bd669e366d3a6613243815d55a70dacf8,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,値を高い順に並べる,値を高い順に並べて
expr-candidate-e911df8b03a114e363c4de77bbca69b5f00f62d9ba61ca63084d0758b8eb1ee6,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,値の順序を降順にさせる,値の順序を降順にさせて
expr-candidate-18b82b63d32c50f26a627e68dcedc2e8dc8f9c062b5d7ac88e4b1a73f4db2419,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,値を大小順に並べる,値を大小順に並べて
expr-candidate-432df97ef7a3f111fc2145b22fc86bb49de229f295dc677561d33115b5ac9033,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,値を大きい順に並びかえる,値を大きい順に並びかえて
expr-candidate-5b9a10d212ba75fa484f8a483a2f837da7f6a8450b527e97372da3710dbfe878,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,値を順序を降順に並べる,値を順序を降順に并べて
expr-candidate-64ba1a09b1f379d48ac4a16e0c50b615817b90415b6e41c5852c661fa14137b1,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,大きい順に並べる,大きい順に並べて
expr-candidate-fda9ff7b3e9425e5595eedd3f25bf5a999f2c497a6f4ffa1e2ae94e766e895ae,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,値の順序を降順に並べる,値の順序を降順に並べて
expr-candidate-c02368bc81c519cf4d0d59116b45053686a0e5b7f8d7cbab649f1a41a98d9e50,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,大きい値から小さい値へ並べる,大きい値から小さい値へ並べて
expr-candidate-70b39e214cab1c5982d6c98864f752e3b1deb56e8632bfa3f4aad80ad5c0e265,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,値を大きいほうから並べる,値を大きいほうから並べて
expr-candidate-51c6cbf507cb64952f4cf64935047ca34b0d24b70df51928573ab9b90d5001ad,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,値を降順に並べ替える,値を降順に並べ替えて
expr-candidate-6ba7f05ce6cffbca526a692275aa761942fa1c74a51d043a7c8830063e9e5180,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,値を降順に整列する,値を降順に整列して
expr-candidate-aaabf45241d9d5c8e5eb1a7e8fa928b05870d891e9fdd492371221667273384f,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,値を大きいほうから並べ替える,値を大きいほうから並べ替えて
expr-candidate-f2293a68fbaf25cf765a36dadc493a2ca572e31227725b96cc6ec30cb83d8383,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,値を大きなほうから並びかえる,値を大きなほうから並びかえて
expr-candidate-f52f271f762b2a6a29d986fb873a5e03406ad405902203b72d45aceb54275ac1,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,値を大きい順に並べ替えれる,値を大きい順に並べ替えれて
expr-candidate-1652228d17d50d88b5851c51dff8ccd0127eb1c336f61551501393c248fb65f5,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,大きい値を先に並べる,大きい値を先に並べて
expr-candidate-5a0a72f377b8670b6d4f80d00b26019ff8de9c7562fe5a3b6d9ccff15c492701,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,値を大きい順に並ばせる,値を大きい順に並ばせて
expr-candidate-c3e02239c33d6d286649a7bb0742b1a09c40dfb0f77b74ba5413b446b2b01dda,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,並びをひっくりかえす,並びをひっくりかえして
expr-candidate-dd85bdd748e7c68d37a1ea0dd3fce20032b142840d88421b5e4bb92b43eb71dc,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,順序を反す,順序を反して
expr-candidate-12ad883dcad9352f317e83a21b1d354a3f9fa9901b5b3bdf2235188862d6c059,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,順序を逆にする,順序を逆にし
expr-candidate-16dfa2b0e64fe45d844c1751a3e344ff1349e3655d38b3deb4e20efa810fdc87,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,順序を裏返す,順序を裏返し
expr-candidate-44577f2e1eec19566be49ff583848d4eb25d29b184c7e2e8234d2504dc01596e,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,並びをひっくり返す,並びをひっくり返し
expr-candidate-48f325338a768995ea7253723334a889d2bd15b0250a97df367fa895d54e0456,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,順序をひっくり返す,順序をひっくり返し
expr-candidate-891c385ef03425b54029a1a82e98afb161d2873140905287b3db5112d0bb0c5b,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,順序を反転する,順序を反転し
expr-candidate-a9eb3634cae6ad620244178f6958929ccd99737787e75121c970d1d6ce378bd7,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,順序を逆さにする,順序を逆さにし
expr-candidate-16003354ed47e1f7e92ee7f4589c6a631f07d6e4b14eaa8a0d8d3a6169e596a1,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,並びを逆さにする,並びを逆さにし
expr-candidate-1cca7a58c3c963e5fba18dc6b4d1b08fe8816ccdc1642477050a879a3edc5592,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,順序を反転する,順序を反転して
expr-candidate-22fd7164545febf1b4dde88762a18e7ab998b5f10e38e1830a14ffcf00ca0f05,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,順序をひっくりかえす,順序をひっくりかえして
expr-candidate-2adae762c3edf2546a7cbb81c267b5389872b22b2eb7bd54e08b033ab18a0490,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,並びを逆にする,並びを逆にし
expr-candidate-b195e3ba1812cb45dfceab415aeb63887022538a0f5ccb9d7e68ce45fe51d9f0,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,並びを反転する,並びを反転して
expr-candidate-ebdbb411aa4f4bcef6635f29428c14ed898fbfc22781c83dcb0cebdfd1689bc7,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,並びをひっくり返す,并びをひっくり返して
expr-candidate-df28ac801c60e8c5a41fb9982820ada14092f64b5fb1372891edd942c42f3e8d,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,順序を反転させる,順序を反転させ
expr-candidate-3d63f1ae9e0602da9171b15d286b6e500345ec95ea6678af0fec5de4585a1d77,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,並びを裏返す,並びを裏返し
expr-candidate-1230e05e9ecacad8a6758330810052b1d1a4a3181d60b26be6e77300be77704c,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,配列を逆にさせる,配列を逆にさせて
expr-candidate-1e24edeebc35f6c2dc192ce7be5a6fff6ec523dc656d284505d41d64532ea4c1,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,並びを逆転させる,並びを逆転させて
expr-candidate-1eda00b7c91bf7bbeac3e52b00755f9b43051a0be78a3dca52f4dee0fd0201c6,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,リストを逆にさせる,リストを逆にさせて
expr-candidate-24b5327a3f3e0056f1d87eb3db094b8696aa47b63a9ec035c49b0194ba571d91,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,現在の並びをひっくりかえす,現在の並びをひっくりかえして
expr-candidate-60ffbfbda6620e5392ba171bb4a2fbaf21208e4dcce45dcae94920d50403a3b5,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,順序を逆転させる,順序を逆転させ
expr-candidate-6242c8237552a0c20e8d66ba0f41daa13bd8240d9363bdb2f1ba0d68b148acff,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,リストを逆さにさせる,リストを逆さにさせて
expr-candidate-dcc50450ae6da6ac5c74ee1ff2fc6b4df3b67381a91f800daa253d08b8040624,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,配列をひっくりかえす,配列をひっくりかえして
expr-candidate-1e12d0876df291e3d8b9772a518a51a61d9302dc78fb46093d36be35e85ce72d,atomic-000021,"{""order"":""reverse""}",現在の要素順を反転する,値を比較せず、現在の並びを後ろから前へ反転する。降順整列へ変えない。,順序を逆転する,順序を逆転させて
expr-candidate-1ad6ba4d7252b002a2633b4d1845e6a0152da597a8011d94af0f9f125408def8,atomic-000022,"{""slice"":[""take_first_k""]}",先頭からk個を取る,位置に基づいて先頭側の最大k個を取る。値の大小で選ばない。,先頭k個を選ぶ,先頭k個を選んで
expr-candidate-3c8f7ee198709f4752dc8623f0e555f9e9370fb0cb9971d891fb072a352b3768,atomic-000022,"{""slice"":[""take_first_k""]}",先頭からk個を取る,位置に基づいて先頭側の最大k個を取る。値の大小で選ばない。,先端k個を切り出す,先端k個を切り出して
expr-candidate-433dc98291ed0beed84a1c46dbb2fe36ab78909f7b78e1da9b172f1c3afe3e3a,atomic-000022,"{""slice"":[""take_first_k""]}",先頭からk個を取る,位置に基づいて先頭側の最大k個を取る。値の大小で選ばない。,頭k個を抜き出す,頭k個を抜き出して
expr-candidate-8bf37a41ec5389c78e0b911964cd8194b841ea6c0330880b9ecb453f54c16636,atomic-000022,"{""slice"":[""take_first_k""]}",先頭からk個を取る,位置に基づいて先頭側の最大k個を取る。値の大小で選ばない。,最初のk個を取り出す,最初のk個を取り出して
expr-candidate-a4ef1811b84ba463f9790b259e549fca525e0917bcd54a822d1fbc151415c92d,atomic-000022,"{""slice"":[""take_first_k""]}",先頭からk個を取る,位置に基づいて先頭側の最大k個を取る。値の大小で選ばない。,前k個を取得する,前k個を取得して
expr-candidate-ebb8d532d1a65e290056c22012b747b72f24260fd9ae610ebe0ad32291931b76,atomic-000022,"{""slice"":[""take_first_k""]}",先頭からk個を取る,位置に基づいて先頭側の最大k個を取る。値の大小で選ばない。,先頭k個を切り取る,先頭k個を切りとって
expr-candidate-17958e909516432c1e717ee306e06b637b2f5f93679ed124d033234783a37f98,atomic-000022,"{""slice"":[""take_first_k""]}",先頭からk個を取る,位置に基づいて先頭側の最大k個を取る。値の大小で選ばない。,先頭からk個を切り出す,先頭からk個を切り出して
expr-candidate-2fa7d06e678de1e737bb2ae4459c271dcdb228263320c7381382a4ff34ca3db0,atomic-000022,"{""slice"":[""take_first_k""]}",先頭からk個を取る,位置に基づいて先頭側の最大k個を取る。値の大小で選ばない。,先頭k個を切り出す,先頭k個を切り出して
expr-candidate-305ddbd356a75fe195f88eba7a40428c928215a698a1a0a4af6e0a863abe0c08,atomic-000022,"{""slice"":[""take_first_k""]}",先頭からk個を取る,位置に基づいて先頭側の最大k個を取る。値の大小で選ばない。,頭k個を切り出す,頭k個を切り出して
expr-candidate-86d7710e655939248d405587243ac900d116c1352e4a2aeb9fee9174aff56453,atomic-000022,"{""slice"":[""take_first_k""]}",先頭からk個を取る,位置に基づいて先頭側の最大k個を取る。値の大小で選ばない。,先頭からk個を取る,先頭からk個を取って
expr-candidate-b6565ee72b89e02858824c55d32fa4b9ba86528c91b9000ee89fb07bf3925be4,atomic-000022,"{""slice"":[""take_first_k""]}",先頭からk個を取る,位置に基づいて先頭側の最大k個を取る。値の大小で選ばない。,先頭k個を拾う,先頭k個を拾って
expr-candidate-b9e002dca86bc94bfa949d218720eb083ccc3648e5110a20a8364298987b8a06,atomic-000022,"{""slice"":[""take_first_k""]}",先頭からk個を取る,位置に基づいて先頭側の最大k個を取る。値の大小で選ばない。,前k個を切り出す,前k個を切り出し
expr-candidate-bc63ec28d64e87df1c2b6756841a4c05a1233201f8a403ce2e924757a2069f79,atomic-000022,"{""slice"":[""take_first_k""]}",先頭からk個を取る,位置に基づいて先頭側の最大k個を取る。値の大小で選ばない。,先頭のk個を切り出す,先頭のk個を切り出し
expr-candidate-0f4c4c40eb67c48d77662be8f10ac01fccf92663d4813b73c7d1aba14d163402,atomic-000022,"{""slice"":[""take_first_k""]}",先頭からk個を取る,位置に基づいて先頭側の最大k個を取る。値の大小で選ばない。,先頭のk個を取る,先頭のk個を取って
expr-candidate-0155fca3b6e18444bcf30f90c6f27dd1c2bc93374458536127ecdb80bb2cb4e6,atomic-000022,"{""slice"":[""take_first_k""]}",先頭からk個を取る,位置に基づいて先頭側の最大k個を取る。値の大小で選ばない。,先頭からk個を分ける,先頭からk個を分け
expr-candidate-d1648e6682c4d5264595eaf23862789f1bc6ac9a44e53e877749e74432380a76,atomic-000022,"{""slice"":[""take_first_k""]}",先頭からk個を取る,位置に基づいて先頭側の最大k個を取る。値の大小で選ばない。,先頭k個を切り離す,先頭k個を切り離して
expr-candidate-016234a71e9afbb2e5076581cfa257a4d6ce129be8c04ac959c7f5937f64ea83,atomic-000022,"{""slice"":[""take_first_k""]}",先頭からk個を取る,位置に基づいて先頭側の最大k個を取る。値の大小で選ばない。,先頭のk個を切り取る,先頭のk個を切り取って
expr-candidate-42c4c31b14e0e62c9b2db499448cc024aa303d4439c379055567d1bbd276714b,atomic-000022,"{""slice"":[""take_first_k""]}",先頭からk個を取る,位置に基づいて先頭側の最大k個を取る。値の大小で選ばない。,先頭からk個を切り取る,先頭からk個を切り取って
expr-candidate-832231de0d28c8b6813e8e977719f81e4fd6c78cedadcef64357deea44a1b325,atomic-000022,"{""slice"":[""take_first_k""]}",先頭からk個を取る,位置に基づいて先頭側の最大k個を取る。値の大小で選ばない。,先頭のk個を切り離す,先頭のk個を切り離して
expr-candidate-89308afa74d78fc43edb621d7d4d204dbb8a10d755fb451cd2b1081106fdf477,atomic-000022,"{""slice"":[""take_first_k""]}",先頭からk個を取る,位置に基づいて先頭側の最大k個を取る。値の大小で選ばない。,先頭からk個を切り離す,先頭からk個を切り離して
expr-candidate-2cd171a58ac4c1dab0d4adcbd3bd7ae96b1e09b1b7fb31f43bf57b400ff7daae,atomic-000022,"{""slice"":[""take_first_k""]}",先頭からk個を取る,位置に基づいて先頭側の最大k個を取る。値の大小で選ばない。,前k個を取る,前k個を取って
expr-candidate-595f5ff00ef67bf303a67f07f5121ef817cd861d00cb9613d83b658cf4913c43,atomic-000022,"{""slice"":[""take_first_k""]}",先頭からk個を取る,位置に基づいて先頭側の最大k個を取る。値の大小で選ばない。,先頭からk個を拾う,先頭からk個を拾って
expr-candidate-430f9c2516ce3b692ee3037619aea8afeb701bb6718e5bab05f731609f8330f7,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,最後k個を切り取る,最後k個を切り取って
expr-candidate-5924aafe57e85804c1dc8c79fa341934eccdc9b65a93e7f1206dd22ab154d1b1,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,最後のk個を取る,最後のk個をとって
expr-candidate-673da4a8a6c10dc569672c0821698fa811d351768f82f69a3c05b9c7a024517f,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,終わりからk個を引き出す,終わりからk個を引き出して
expr-candidate-c152e03ee8bd46a42f980e912aea498fcb9edda838de93ab125e876f28e7fbc7,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,末尾k個を拾う,末尾k個を拾って
expr-candidate-ca882f8b8ce249872e64baa552d9e6942115054d9f9e91e2f5ab897bb90983b8,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,末尾からk個を抜く,末尾からk個を抜いて
expr-candidate-d613a42baff3893ec9d5ebfb55564082efd2480cbed8ee4683f3e0ab615b6695,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,後ろからk個を取る,後ろからk個を取って
expr-candidate-e6a14dd9d07258bda5d2b93e4cddb25fe44a7d0e2df94ae928920188a312e5bc,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,後端k個を取る,後端k個を取って
expr-candidate-4b6e0d018cf7747422e2d325ee5a27e3f26bb11172ffbfe545bff704c2acd030,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,末尾からk個を抽出する,末尾からk個を抽出して
expr-candidate-926c5d99f30a30995aa481e7ec9303c0ef8857f184959149d16371532c2e896a,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,最後k個を保つ,最後k個を保つて
expr-candidate-b58deca332344a04ae89f26bd6fbbe5bb56aea88289f3c7450c622d5930a6501,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,後端k個を確保する,後端k個を確保して
expr-candidate-dfe8bbde81bcb8dda1a33c0060529f5d1e66cf8953a24b48a9a95b0b9636a575,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,末端k個を保持する,末端k個を保持して
expr-candidate-4f4e62b1a6e0cde22dfed548aa72cea2664214c36aabb78560bccbb2e835241c,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,末尾からk個を選ぶ,末尾からk個を選んで
expr-candidate-6f24a16d075618e84a952203771ae0ddd778c304985db0123aa9bfc0d73b15a8,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,末尾k個を引き出す,末尾k個を引き出して
expr-candidate-b2b76c2ff6ec598c531bc912024dae481a0390ba746c82b8445fa2d0b91f7e30,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,末尾k個を取る,末尾k個を取って
expr-candidate-e14de55a30452ab85e24f53bada349b3582458e7d728576f09328b0f432eef27,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,末尾k個を抽出する,末尾k個を抽出して
expr-candidate-e339c5eaf805934554446752572eb61e56c23ed31bb31a79c0ccca75a746dcab,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,末尾k個を確保する,末尾k個を確保して
expr-candidate-aaaac0699a3d94c5f51c87699cdcf930f41e5f5a2acee19c716271ca005aec9a,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,末尾からk個を取る,末尾からk個を取って
expr-candidate-c2b9ff11d4d421441cfa23afe5910526c8c1b268fb32eb4c1fd5a94adeba60bd,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,末尾k個を保存する,末尾k個を保存して
expr-candidate-13377cd452e007f0c027e40107dcad01e82d173835ea352e463ac348e15374f2,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,末尾からk個を保存する,末尾からk個を保存して
expr-candidate-36d8d54e23b5e3cbab5672397eb2161782eaddf917c5007ddbc4a07c1d21eeec,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,末尾からk個を確保する,末尾からk個を確保して
expr-candidate-3e1a28f1136338a10c60ef3c842408137db42cca86d3bc6312bd4779eb24f32b,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,末尾からk個を拾う,末尾からk個を拾って
expr-candidate-59a8b48ef94e5cbc770f17f28786ea0386eaca205c3377951d6d53621605c139,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,終わりからk個を拾う,終わりからk個を拾って
expr-candidate-7212f9b28176fb517d7142a681ca53991f712ad7882226facad7139a14e31db8,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,後端k個を拾う,後端k個を拾って
expr-candidate-9107055cc13ce4ee684c424ba7b266dac0a93cd03b0a1091042de0e8981f5b59,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,後ろからk個を拾う,後ろからk個を拾って
expr-candidate-b0e37ba375e9ac31dc8e664b396665877b270958fecc251f43d30207ac6555a1,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,末尾からk個を引き出す,末尾からk個を引き出して
expr-candidate-38a7d581f00187780a680f33d22390f5c4f555ade789cfbac4af909419eea9d8,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,末尾からk個を切り出す,末尾からk個を切り出して
expr-candidate-b1c467de9c75685323498473bf0dae8ec91f634acef927170b365f62d738e3a9,atomic-000023,"{""slice"":[""take_last_k""]}",末尾からk個を取る,位置に基づいて末尾側の最大k個を取り、取得した要素の順序は保つ。値の大小で選ばない。,末尾からk個を切り取る,末尾からk個を切り取って
expr-candidate-13b05b9b2c05293c2e31abb967e121788f8f5d82f7ee7d407ba5682cb35e2771,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,隔番で取る,隔番で取って
expr-candidate-df7b44e188a33250e8bdc94cdc416b313df54d994370036a251b35c28564f27f,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,先頭から1個おきに取る,先頭から1個おきに取って
expr-candidate-bdf258eb370b914253dcb882c7b2d148c1207f4a50b18c459586f4be6b6b150f,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,隔番で列挙する,隔番で列挙して
expr-candidate-72ae86d9563bf5c2e4def5080900035ec7c41d4e7ba0cea90b8b2e2124dfff26,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,交互に選ぶ,交互に選って
expr-candidate-7d14a8f65bc708175d9d6878cee28b3f8f30807508a6666aa0217efa54dc0bd3,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,隔番に収集する,隔番に収集して
expr-candidate-b2233b69b73e133b3c528f826b6831705b79284d43b92b4400e54665c8b101de,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,隔開して列挙する,隔開して列挙して
expr-candidate-d77bed3bfd5bbb1770e242bfc96abeae6483cab0cd6cd7f1e1294c539ec0272e,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,交互に列挙する,交互に列挙して
